,name,dept
921,MGMT 5760 - Management Consulting (2 units),MGMT
922,MGMT 5883 - Managing Creativity and Innovation (1 unit),MGMT
923,MGMT 6520O - Achieving Team High Performance (2 units),MGMT
925,MGMT 7120 - Doctoral Seminar in Management (3 units),MGMT
926,MGMT 7140 - Doctoral Seminar in Behavioral Research Methods (3 units),MGMT
929,MILE 5001 - Second Language Acquisition (3 units),MILE
930,MILE 5002 - Language Teaching Methodology and Curriculum Design (3 units),MILE
931,MILE 5101 - Discourse Analysis (3 units),MILE
932,MILE 5201 - World Englishes (3 units),MILE
933,MILE 5205 - Grammar for English Teachers (3 units),MILE
934,MILE 5303 - Phonetics and Phonology of the Chinese Language (3 units),MILE
935,MILE 5306 - Understanding Chinese Language in Global Context (3 units),MILE
936,MIMT 5110 - Doing Business in Asia (2 units),MIMT
937,MIMT 5120 - Strategic Management in Asia (2 units),MIMT
938,MIMT 5310 - Understanding Consumers: A Strategic Approach (2 units),MIMT
939,MIMT 5350 - Project Management (2 units),MIMT
940,MIMT 6110 - Skill Seminar I (1 unit),MIMT
941,MIMT 6300 - International Internship (0 units),MIMT
942,MSBD 5001 - Foundations of Data Analytics (3 units),MSBD
943,MSBD 5003 - Big Data Computing (3 units),MSBD
944,MSBD 5006 - Quantitative Analysis of Financial Time Series (3 units),MSBD
945,MSBD 5007 - Optimization and Matrix Computation (3 units),MSBD
946,MSBD 5008 - Introduction to Social Computing (3 units),MSBD
947,MSBD 5010 - Image Processing and Analysis (3 units),MSBD
948,MSBD 5011 - Advanced Statistics: Theory and Applications (3 units),MSBD
949,MSBD 5012 - Machine Learning (3 units),MSBD
950,MSBD 5014A - Independent Project (3 units),MSBD
951,MSBD 5014B - Independent Project (3 units),MSBD
952,MSBD 5015 - Artificial Intelligence (3 units),MSBD
953,MSBD 6000I - Text Mining (3 units),MSBD
954,MSDM 5001 - Introduction to Computational and Modeling Tools (3 units),MSDM
955,MSDM 5002 - Scientific Programming and Visualization (3 units),MSDM
956,MSDM 5003 - Stochastic Processes and Applications (3 units),MSDM
957,MSDM 5051 - Algorithm and Object-Oriented Programming for Modeling (3 units),MSDM
958,MSDM 5053 - Quantitative Analysis of Time Series (3 units),MSDM
959,MSDM 5056 - Network Modeling (3 units),MSDM
960,MTLE 5001 - Technology Leadership and Entrepreneurship (3 units),MTLE
961,MTLE 5110 - Product Development and Prototyping (3 units),MTLE
962,NANO 5100 - Chemistry of Nanomaterials (3 units),NANO
963,NANO 5250 - Nano Beam Technology (3 units),NANO
964,NANO 6010 - Advanced Topics in Nano Science and Technology (1 unit),NANO
965,NANO 6100 - Independent Study in Nano Science and Technology (3 units),NANO
968,OCES 1001 - The Earth as a Blue Planet (3 units),OCES
969,OCES 1030 - Environmental Science (3 units),OCES
970,OCES 2001 - Survey of Ocean Science (3 units),OCES
971,OCES 2100 - Conservation Field Trips (1 unit),OCES
972,OCES 3130 - Marine Biology (3 units),OCES
973,OCES 3160 - Ecology (3 units),OCES
974,OCES 3330 - Marine Biology Laboratory (3 units),OCES
975,OCES 4326 - Introduction to Fluid Dynamics (3 units),OCES
976,OCES 5001 - Introduction to Oceanography (3 units),OCES
977,OCES 5300 - Chemical Oceanography (3 units),OCES
978,OCES 6770 - Professional Development in Marine Science (1 unit),OCES
979,PDEV 6770A - Professional Development for Research Postgraduate Students (1 unit),PDEV
980,PDEV 6770B - Professional Development for Research Postgraduate Students (1 unit),PDEV
981,PDEV 6770C - Professional Development for Research Postgraduate Students (1 unit),PDEV
982,PDEV 6770D - Professional Development for Research Postgraduate Students (1 unit),PDEV
983,PDEV 6770E - Professional Development for Research Postgraduate Students (1 unit),PDEV
984,PDEV 6800A - Introduction to Teaching and Learning in Higher Education (0 units),PDEV
985,PDEV 6800B - Introduction to Teaching and Learning in Higher Education (0 units),PDEV
986,PDEV 6800C - Introduction to Teaching and Learning in Higher Education (0 units),PDEV
987,PDEV 6800D - Introduction to Teaching and Learning in Higher Education (0 units),PDEV
988,PDEV 6800E - Introduction to Teaching and Learning in Higher Education (0 units),PDEV
989,PDEV 6800F - Introduction to Teaching and Learning in Higher Education (0 units),PDEV
990,PDEV 6800G - Introduction to Teaching and Learning in Higher Education (0 units),PDEV
991,PDEV 6800H - Introduction to Teaching and Learning in Higher Education (0 units),PDEV
992,PDEV 6800I - Introduction to Teaching and Learning in Higher Education (0 units),PDEV
993,PDEV 6800J - Introduction to Teaching and Learning in Higher Education (0 units),PDEV
994,PHYS 1001 - Physics and the Modern Society (3 units),PHYS
995,PHYS 1002 - Introduction to Astrophysics and Astronomy (3 units),PHYS
996,PHYS 1003 - Energy and Related Environmental Issues (3 units),PHYS
997,PHYS 1005 - Physics in Movies (3 units),PHYS
998,PHYS 1111 - General Physics I (3 units),PHYS
999,PHYS 1112 - General Physics I with Calculus (3 units),PHYS
1000,PHYS 1113 - Laboratory for General Physics I (1 unit),PHYS
1001,PHYS 1114 - General Physics II (3 units),PHYS
1002,PHYS 1312 - Honors General Physics I (3 units),PHYS
1003,PHYS 2022 - Modern Physics (3 units),PHYS
1004,PHYS 2023 - Modern Physics Laboratory (1 unit),PHYS
1005,PHYS 2080 - Physics Seminar and Tutorial I (1 unit),PHYS
1006,PHYS 3031 - Mathematical Methods in Physics II (3 units),PHYS
1007,PHYS 3033 - Electricity and Magnetism I (3 units),PHYS
1008,PHYS 3038 - Optics (3 units),PHYS
1009,PHYS 3053 - Honors Electricity and Magnetism I (4 units),PHYS
1010,PHYS 3090 - Directed Studies in Physics II (1 unit),PHYS
1011,PHYS 3152 - Methods of Experimental Physics I (3 units),PHYS
1012,PHYS 3153 - Methods of Experimental Physics II (3 units),PHYS
1013,PHYS 4050 - Thermodynamics and Statistical Physics (3 units),PHYS
1014,PHYS 4051 - Quantum Mechanics II (3 units),PHYS
1015,PHYS 4055 - Particle Physics and the Universe (3 units),PHYS
1016,PHYS 4080 - Physics Seminar and Tutorial II (1 unit),PHYS
1017,PHYS 4191 - Capstone Project (4 units),PHYS
1018,PHYS 4291 - Capstone Research (6 units),PHYS
1019,PHYS 4811 - Contemporary Applications of Physics: Machine Learning in Physics (1 unit),PHYS
1020,PHYS 4812 - Contemporary Applications of Physics: Quantum Information Technology (1 unit),PHYS
1021,PHYS 4813 - Contemporary Applications of Physics: Atmospheric Physics - Making Sense of Weather and Climate (1 unit),PHYS
1022,PHYS 5110 - Mathematical Methods in Physics (4 units),PHYS
1023,PHYS 5120 - Computational Energy Materials and Electronic Structure Simulations (3 units),PHYS
1024,PHYS 5200 - Electro and Magneto Statics (4 units),PHYS
1025,PHYS 5260 - Advanced Quantum Mechanics (4 units),PHYS
1026,PHYS 5820 - Diffraction and Imaging Techniques in Materials Science (3 units),PHYS
1027,PHYS 6000 - Physics Seminar (1 unit),PHYS
1028,PHYS 6100B - Individual Study in Physics (1 unit),PHYS
1029,PHYS 6770 - Professional Development in Science (Physics) (2 units),PHYS
1030,PHYS 6771 - Professional Development in Physics (1 unit),PHYS
1031,PHYS 6810K - Advanced Quantum Field Theory (3 units),PHYS
1034,PPOL 5110 - Foundation in Public Policy (3 units),PPOL
1035,PPOL 5130 - Microeconomics and Public Policy (3 units),PPOL
1036,PPOL 5140 - Quantitative Analysis and Empirical Methods (3 units),PPOL
1037,"PPOL 5200 - Aging, Demography and Policy (3 units)",PPOL
1038,PPOL 5210 - Environmental Policy and Natural Resource Management (3 units),PPOL
1039,"PPOL 5230 - Technology, Innovation and Public Policy (3 units)",PPOL
1040,"PPOL 5270 - Finance, Financial Crises and Economic Development (3 units)",PPOL
1041,PPOL 5330 - Ethics and Public Policy (3 units),PPOL
1042,PPOL 6000A - Independent Study (3 units),PPOL
1043,PPOL 6100E - China and the World — Policies and Development Strategies (3 units),PPOL
1044,PPOL 6110 - Policy Analysis Project (6 units),PPOL
1045,PPOL 6770 - Professional Development in Public Policy (1 unit),PPOL
1048,RMBI 1010 - Risk Management in Society (3 units),RMBI
1049,RMBI 2001 - Academic and Professional Development in Risk Management and Business Intelligence (0 units),RMBI
1050,RMBI 3010 - Data Analytics with R (2 units),RMBI
1051,RMBI 3020 - Practicing Risk Management using Case Studies (3 units),RMBI
1052,RMBI 3110 - Introduction to Risk Management and Business Intelligence (3 units),RMBI
1053,RMBI 4110 - Financial Service Operations Management (3 units),RMBI
1054,RMBI 4980 - Risk Management and Business Intelligence Capstone Project I (4 units),RMBI
1057,SBMT 1111 - Business Student Induction (0 units),SBMT
1058,SBMT 2100F - Community Services Project: Developing Leadership Through Service Learning (2 units),SBMT
1059,SBMT 2100N - Community Services Project (2 units),SBMT
1060,SBMT 3200N - Corporate Project (2 units),SBMT
1061,SBMT 5010 - Accounting for Managers (3 units),SBMT
1062,SBMT 5030 - Marketing Management and Strategy (3 units),SBMT
1063,SBMT 5760 - Financial and Money Markets from Macroeconomic Perspectives (2 units),SBMT
1064,SBMT 5780 - Wealth Management for Working Professionals (2 units),SBMT
1065,SBMT 6020A - FinTech Enrichment Workshops (0 units),SBMT
1066,SBMT 6020B - Structured Products (3 units),SBMT
1067,SBMT 6200A - Independent Study (1 unit),SBMT
1068,SBMT 6200B - Independent Study (2 units),SBMT
1069,SBMT 6350A - MBA Practical Internship Experience (1 unit),SBMT
1070,SBMT 6350B - MBA Practical Internship Experience (2 units),SBMT
1071,SBMT 6350C - MBA Practical Internship Experience (3 units),SBMT
1072,SBMT 6350D - MBA Practical Internship Experience (4 units),SBMT
1073,SBMT 6380B - GNAM Small Network Online Courses (2 units),SBMT
1074,SCIE 1000 - Science School Induction (0 units),SCIE
1075,SCIE 1090C - Community Services Project: Developing Leadership Through Service Learning (2 units),SCIE
1076,SCIE 1100 - Career Building for Science Students (1 unit),SCIE
1077,SCIE 1110 - Great Ideas in Science (3 units),SCIE
1078,SCIE 1130 - Scientific Understanding of Our World (1 unit),SCIE
1079,SCIE 2500 - Guided Study on Research II (1 unit),SCIE
1080,SCIE 3500 - IRE Research Project I (3 units),SCIE
1081,SCIE 3900 - International Research Experience (3 units),SCIE
1082,SCIE 4500 - IRE Research Project II (3 units),SCIE
1084,SHSS 1010 - First-year Seminar (1 unit),SHSS
1085,SHSS 4991 - Capstone Project (3 units),SHSS
1086,SHSS 4992 - Honors Thesis (6 units),SHSS
1089,"SOSC 1150 - Science, Technology and Work (3 units)",SOSC
1090,SOSC 1200 - Quantitative Social Analysis (3 units),SOSC
1091,SOSC 1210 - First-Year Seminar for Quantitative Social Analysis (1 unit),SOSC
1092,SOSC 1270 - International Law (3 units),SOSC
1093,SOSC 1300 - The World of Politics (3 units),SOSC
1094,SOSC 1350 - Contemporary China: Continuity and Change (3 units),SOSC
1095,SOSC 1440 - Introduction to Economics (3 units),SOSC
1096,SOSC 1510 - Politics Through Film (3 units),SOSC
1097,SOSC 1661 - Contemporary Hong Kong: Government & Politics (3 units),SOSC
1098,SOSC 1780 - Population and Development in China (3 units),SOSC
1099,"SOSC 1840 - Government, Law and Society in China (3 units)",SOSC
1100,SOSC 1850 - Understanding Society (3 units),SOSC
1101,SOSC 1960 - Discovering Mind and Behavior (3 units),SOSC
1102,SOSC 1980 - Psychology and Everyday Life (3 units),SOSC
1103,SOSC 1990 - Research Methods in Psychological Science (3 units),SOSC
1104,SOSC 2140 - Research Methods in the Social Sciences (3 units),SOSC
1105,SOSC 2210 - Social Psychology (3 units),SOSC
1106,SOSC 2310 - Introductory Environmental and Health Economics (3 units),SOSC
1107,SOSC 2400 - Quantitative Data Analysis for Social Research II (3 units),SOSC
1108,SOSC 2740 - Gender and Society (3 units),SOSC
1109,SOSC 2980 - Personality Psychology (3 units),SOSC
1110,SOSC 3120 - Economic Development (3 units),SOSC
1111,SOSC 3130 - Hong Kong Culture (3 units),SOSC
1112,SOSC 3520 - Understanding Comparative Politics (3 units),SOSC
1113,SOSC 3530 - Social Movements and Contentious Politics (3 units),SOSC
1114,SOSC 3600 - Public Policy Analysis (3 units),SOSC
1115,SOSC 3700A - Quantitative Social Analysis Practicum (1 unit),SOSC
1116,SOSC 3900 - Abnormal Psychology (3 units),SOSC
1117,SOSC 4000I - China's Belt and Road Initiative (3 units),SOSC
1118,SOSC 4100 - Research Pro-seminar (1 unit),SOSC
1119,SOSC 4110 - Capstone Project (3 units),SOSC
1120,SOSC 4300 - Computational Social Science (3 units),SOSC
1121,SOSC 5090 - Quantitative Methods for Social Science Research (3 units),SOSC
1122,SOSC 5110 - Social Science Research Design and Methods (3 units),SOSC
1123,SOSC 5500 - Computational Social Science (3 units),SOSC
1124,SOSC 5780 - Foundation in Public Policy (3 units),SOSC
1125,SOSC 6030L - The Belt and Road Initiative: Social Science Perspectives (3 units),SOSC
1126,SOSC 6100A - Independent Study (3 units),SOSC
1127,SOSC 6100B - Independent Study (3 units),SOSC
1128,SOSC 6400 - Research Postgraduate Students Seminar (1 unit),SOSC
1131,SUST 1000 - Introduction to Sustainability (3 units),SUST
1132,TEMG 1010 - Technology and Management Professional Activities (0 units),TEMG
1133,TEMG 3950 - Case-based Problem Solving (2 units),TEMG
1134,TEMG 4950F - Special Project: Go-To-Market Strategy for Li&Fung sponsored by IBM & Harman (4 units),TEMG
1135,UROP 1100B - Undergraduate Research Opportunities Series 1 (1 unit),UROP
1136,UROP 2100B - Undergraduate Research Opportunities Series 2 (1 unit),UROP
1137,UROP 3100B - Undergraduate Research Opportunities Series 3 (1 unit),UROP
1138,UROP 4100B - Undergraduate Research Opportunities Series 4 (1 unit),UROP
1139,WBBA 2030 - Effective Communication in Business (3 units),WBBA
